phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
-0.064	1.512	1.503	-0.164	-0.321	1.259	1.194	-0.398	-0.286	1.372	1.316	-0.387
-0.065	1.516	1.515	-0.047	-0.321	1.259	1.194	-0.398	-0.285	1.374	1.319	-0.386
-0.063	1.517	1.516	-0.060	-0.319	1.258	1.194	-0.395	-0.283	1.375	1.320	-0.384
-0.057	1.510	1.510	-0.019	-0.319	1.258	1.194	-0.395	-0.283	1.369	1.315	-0.382
-0.048	1.511	1.510	-0.038	-0.319	1.258	1.194	-0.395	-0.283	1.371	1.316	-0.383
-0.042	1.517	1.517	0.003	-0.319	1.258	1.194	-0.395	-0.283	1.375	1.320	-0.384
-0.036	1.523	1.523	0.000	-0.319	1.258	1.194	-0.395	-0.283	1.379	1.324	-0.385
-0.026	1.509	1.507	0.067	-0.319	1.258	1.194	-0.395	-0.282	1.369	1.315	-0.381
-0.010	1.501	1.497	0.113	-0.319	1.258	1.194	-0.395	-0.282	1.364	1.310	-0.379
0.005	1.493	1.489	0.107	-0.319	1.258	1.194	-0.395	-0.282	1.359	1.305	-0.378
0.020	1.487	1.480	0.138	-0.319	1.258	1.194	-0.395	-0.281	1.354	1.301	-0.376
0.028	1.488	1.487	0.057	-0.319	1.258	1.194	-0.395	-0.283	1.355	1.301	-0.378
0.030	1.492	1.492	-0.003	-0.319	1.258	1.194	-0.395	-0.283	1.358	1.304	-0.379
0.032	1.492	1.492	-0.001	-0.319	1.258	1.194	-0.395	-0.283	1.358	1.304	-0.379
0.037	1.486	1.486	0.049	-0.319	1.258	1.194	-0.395	-0.282	1.354	1.300	-0.377
0.038	1.483	1.482	0.069	-0.319	1.258	1.194	-0.395	-0.283	1.352	1.298	-0.377
0.040	1.494	1.494	0.037	-0.320	1.258	1.194	-0.395	-0.283	1.359	1.305	-0.379
0.037	1.499	1.499	0.021	-0.320	1.258	1.194	-0.395	-0.283	1.362	1.308	-0.380
0.034	1.499	1.497	0.065	-0.319	1.256	1.193	-0.394	-0.281	1.362	1.308	-0.378
0.033	1.490	1.487	0.096	-0.319	1.256	1.193	-0.394	-0.281	1.356	1.303	-0.376
0.037	1.486	1.480	0.140	-0.317	1.255	1.193	-0.391	-0.279	1.353	1.301	-0.373
0.043	1.485	1.481	0.113	-0.317	1.255	1.193	-0.391	-0.279	1.352	1.300	-0.373
0.050	1.488	1.486	0.068	-0.317	1.255	1.193	-0.391	-0.280	1.354	1.301	-0.374
0.054	1.493	1.492	0.050	-0.317	1.255	1.193	-0.391	-0.280	1.357	1.304	-0.375
0.054	1.503	1.503	0.007	-0.317	1.255	1.193	-0.391	-0.280	1.361	1.308	-0.376
0.054	1.510	1.505	0.115	-0.317	1.255	1.193	-0.391	-0.279	1.369	1.316	-0.377
0.057	1.505	1.502	0.085	-0.317	1.255	1.193	-0.391	-0.280	1.365	1.312	-0.377
0.058	1.498	1.495	0.084	-0.317	1.255	1.193	-0.391	-0.279	1.361	1.308	-0.375
0.059	1.492	1.487	0.114	-0.317	1.255	1.193	-0.391	-0.279	1.357	1.304	-0.374
0.058	1.490	1.486	0.104	-0.317	1.255	1.193	-0.391	-0.280	1.356	1.303	-0.374
0.060	1.494	1.487	0.145	-0.317	1.255	1.193	-0.391	-0.279	1.358	1.306	-0.374
0.062	1.488	1.485	0.105	-0.318	1.245	1.183	-0.389	-0.280	1.352	1.299	-0.374
0.063	1.493	1.491	0.070	-0.318	1.245	1.183	-0.389	-0.281	1.354	1.301	-0.375
0.065	1.488	1.485	0.103	-0.318	1.245	1.183	-0.389	-0.280	1.352	1.299	-0.374
0.072	1.487	1.474	0.200	-0.318	1.245	1.183	-0.389	-0.280	1.351	1.299	-0.373
0.096	1.478	1.450	0.283	-0.315	1.244	1.183	-0.386	-0.276	1.350	1.299	-0.368
0.110	1.477	1.449	0.285	-0.315	1.244	1.183	-0.386	-0.277	1.344	1.293	-0.367
0.119	1.481	1.464	0.224	-0.315	1.244	1.183	-0.386	-0.277	1.346	1.295	-0.368
0.127	1.491	1.479	0.193	-0.315	1.244	1.183	-0.386	-0.277	1.354	1.302	-0.370
0.129	1.499	1.487	0.190	-0.315	1.244	1.183	-0.386	-0.277	1.359	1.307	-0.372
0.134	1.500	1.486	0.200	-0.315	1.244	1.183	-0.386	-0.277	1.359	1.307	-0.372
0.143	1.504	1.490	0.209	-0.315	1.244	1.183	-0.386	-0.277	1.363	1.311	-0.373
0.151	1.504	1.489	0.208	-0.315	1.244	1.183	-0.386	-0.277	1.362	1.310	-0.372
0.156	1.495	1.467	0.287	-0.315	1.244	1.183	-0.386	-0.276	1.356	1.305	-0.370
0.161	1.494	1.465	0.294	-0.315	1.244	1.183	-0.386	-0.276	1.356	1.305	-0.370
